Study Hours per Week,Attendance Rate,Previous Grades,Passed
8.6,86.8,83.5,Yes
19,90.2,71.8,Yes
13.2,45.3,52.1,Yes
7.1,100.3,71.3,No
12.9,62.1,64.6,No
17,63.6,51.9,Yes
14.6,80.4,86.8,nan
10.3,68.3,62.7,No
6.8,82.2,68.4,No
13.5,85.9,54.1,Yes
12,59.7,64.2,No
,71.3,79,Yes
13.2,71.9,95.7,Yes
15.2,94.2,43.1,Yes
7.3,65.7,65.3,Yes
16.6,64.8,18,Yes
11,54.6,58.6,No
20.4,56.8,66.8,No
6.6,48,67.4,No
18.7,60.9,89.6,No
11,,61.6,Yes
6.7,88.8,88.4,No
7.6,100.5,68.7,Yes
8.4,56,57.3,Yes
12.1,36,67.9,No
12.6,81.3,66.9,Yes
7.1,112.1,68,Yes
9.9,,54.5,Yes
20.7,77,54.4,No
18.6,43.6,82,No
12.2,75.6,80.8,Yes
10.2,72.5,52.6,No
,33.1,63,Yes
13.1,54.3,70.7,Yes
4.9,52.7,,Yes
8.7,43.4,67.8,No
1.7,60.5,82.3,No
12,85.2,63.8,No
13.2,62.3,88.2,Yes
7.6,98,103.3,Yes
17.9,67.7,66.1,No
3.9,,70.6,No
2.7,84.9,50.9,Yes
11.1,105.7,62.4,Yes
15.2,60.7,67.7,No
18.4,83.8,75.5,No
7.7,56.1,61.9,Yes
15.4,109.4,76.2,Yes
9.8,54.2,,No
9.1,82.7,80.1,Yes
14.4,106.2,71.2,Yes
13.3,51.1,70.5,Yes
2.1,86.9,58.1,Yes
17.4,55.1,63.7,No
16.9,121.6,59.4,No
6.9,37.2,78,Yes
12,44.7,44.7,No
12.5,,54.4,No
,53.2,83.1,No
,85.4,67.8,No
6.6,111,83.3,Yes
9.9,98.1,,nan
15.9,79.7,79,Yes
12.7,75.2,71.3,Yes
8.1,62.9,55.1,Yes
13.9,82.8,66.1,Yes
-4.2,70.8,46.3,No
15.7,78.8,62.5,Yes
1.3,60.2,56.8,No
8.2,51,37.1,No
4.4,75.5,71.4,Yes
3.5,75.1,69.9,Yes
15.8,63.1,83.9,Yes
7.7,,46.6,Yes
11.7,86.2,81.2,Yes
9.8,84.1,30.2,No
12.4,112.5,62.8,No
10.4,102.6,94.6,Yes
3.6,51.1,64.6,Yes
,71.2,54,No
7.5,47.7,63.7,Yes
2.2,38.2,77.7,No
7.9,118.9,60.8,No
17.5,104.6,,Yes
14.3,62.4,70.7,Yes
8.3,99.9,73.2,Yes
8.3,102.8,80.5,No
8.4,36.6,94.7,Yes
20.4,,,No
11.9,65.2,69.8,Yes
12.2,82.7,47.2,Yes
15.2,135.2,79.2,Yes
11.2,106.7,85.4,No
8.7,72.4,75.3,No
9,103.4,44.2,No
9.6,36.6,58.9,No
9.8,85.1,65.8,No
13.6,85.5,52.1,No
,,97.2,nan
13.7,64.8,71.1,No
9.6,82.6,79,Yes
10.4,92.1,79.2,Yes
0,28.5,66.7,Yes
,68.7,47,No
11.7,56.9,76.8,No
15,88.2,95.2,Yes
,102.6,59.3,No
20.4,62.8,56.5,Yes
9.3,53.2,77.6,Yes
,,78.9,No
4.8,51.9,82.2,nan
13.1,70.5,62.9,No
4.7,68.4,62.8,Yes
6.9,86.6,25.6,No
19.6,81.3,65.8,No
9,78.2,56.5,nan
11.1,107.7,31.9,Yes
14.4,150,93.4,Yes
12.5,66.6,68.6,Yes
10.8,69.1,38.2,No
11.8,59.7,70.6,Yes
22,,92.9,No
9.7,47.2,83.1,No
11,97.7,79.5,No
15.3,60.6,46.5,No
15.5,81.3,56.8,Yes
15.9,69,52,Yes
13.2,74.4,65.3,No
4.3,98.1,76.6,No
18.2,78.5,71.6,No
4.3,56.5,51.4,Yes
11.5,63.7,62.2,No
6.2,92.2,80.7,Yes
9.7,84.7,72.7,Yes
11.6,93.4,71,Yes
11.6,70.2,51.8,Yes
12.1,47.1,67.4,Yes
18.1,85.1,48,No
12.3,80.1,52.6,No
8.8,80.6,42.8,No
14.8,47.4,90.9,No
15.9,62.2,91.5,No
3.9,56.2,49.9,No
13,,,No
13.5,83.7,60.2,Yes
8.5,74.1,83.3,Yes
16.9,94.4,74.1,Yes
,104.8,85.7,Yes
10.6,82.1,90.3,No
9.1,88.4,72.3,No
10.1,64.2,69.5,No
4.5,60.5,85.4,Yes
2.8,95.2,81.2,nan
18,57.5,81.1,No
5.8,88.9,72.1,No
5,109.4,80.6,No
-0.8,88.1,60.5,Yes
6.8,,56.5,Yes
3.4,48.2,59.9,No
18.2,78.3,99.1,No
15,95.2,49.3,No
6.6,71.4,79.1,No
21.3,95.4,94.7,No
14.9,82.3,71,Yes
8.4,80.8,60.2,Yes
-2.5,68.7,73.3,No
21.5,45.9,57.6,Yes
3.1,66.5,51.4,Yes
-1,66.3,85.2,nan
15.1,,84.2,Yes
22.2,74.7,60.2,No
16.9,96.7,57.7,Yes
12.8,80.6,68.2,No
13,64.9,63.6,No
14.3,58.7,52.7,No
13.8,62.9,42.1,No
11.4,78.2,43.1,No
10.5,67.5,47,Yes
9.7,53.5,49.4,Yes
6.2,95.1,68.2,Yes
8.6,78,52.9,No
1.5,80.5,53.3,Yes
9.5,58.5,46.2,No
5.1,54.2,46.5,nan
4.5,71.8,46.1,No
10.9,34.4,63.8,Yes
17,90.6,80.6,No
14.6,60.9,87.5,Yes
2.1,69.6,65.8,No
5.1,83.5,80.9,nan
14.7,70.5,53.3,No
5.1,51.6,,Yes
8.9,105.1,51.9,Yes
12.8,44.3,71.5,Yes
5.2,30.3,52.7,nan
10.5,92.5,53.9,No
3.3,45.8,64.2,No
7,100.1,,No
11.6,82.5,77.8,Yes
2,80.7,54.1,No
,63.6,49.2,nan
9.9,58.5,52.7,No
12.8,67.5,74.7,No
11.1,57.5,68.3,Yes
16.8,99.2,74.8,No
,60.1,57.3,No
7.9,85.1,70,No
10.6,,,No
12.7,57.4,84,No
10.2,82.5,88.7,nan
10.2,57.1,78.6,Yes
6.5,71.5,84,No
,65.8,64.7,No
3,150,54.5,Yes
18.7,78.2,,No
3.8,,63,No
6.5,,62,No
6.4,53.4,64.8,Yes
14.5,49.7,62.4,No
8.5,,58.1,No
16.2,67.5,63,Yes
6.6,82.1,77,Yes
,76.7,52,Yes
5.8,42.5,85.2,Yes
20.7,94.7,81.2,No
4.1,69.5,66.3,No
11.5,79.8,29.3,No
13.2,119,,No
12.1,100.7,66.7,Yes
9.1,79.2,75.2,No
9.4,,91.6,Yes
10.2,47.9,58.9,No
9.3,98.2,57.3,Yes
14.8,67,46.7,Yes
21.1,71.6,74,Yes
7.2,52.1,65.1,No
,83.9,57.8,No
9.6,97.8,65.3,Yes
22.9,105.5,63.6,Yes
6,66,79.5,No
18.2,87.9,58.6,Yes
,73.1,65,nan
7.2,92.6,77.7,Yes
12.8,74.9,61,No
18.1,58.5,53.9,No
8.1,101.4,45.8,Yes
,77,49.4,Yes
7.1,68,55.4,nan
4.9,78.6,79.4,No
6.8,60.3,53.9,Yes
3.9,,61.8,Yes
10.2,71.1,49.6,No
6.2,59.1,65.8,Yes
11.2,122.5,69.3,No
2.2,54.9,70.3,No
,150,,Yes
14.2,76.1,64.8,Yes
0,,69.4,No
11.9,68.3,56.5,Yes
16.1,48.1,97.6,No
4,116.3,77.7,No
18.4,69.6,78.3,Yes
12.1,71.3,81.3,No
6.5,113.9,,No
9.7,58.5,82.1,Yes
12.8,100.9,62.2,Yes
,86.9,99,Yes
12.7,35.4,200,No
5.4,67.6,60.9,Yes
10.8,83.7,91,Yes
2.9,75.7,62.4,Yes
9.4,75.8,74.9,Yes
5.5,62.9,57.9,No
6.3,60.7,71.7,Yes
16.2,68.8,59.6,No
15.5,114.2,82.5,No
13,56.8,,Yes
,65.4,38.7,No
8.4,75.6,,Yes
16.1,45.7,50.4,Yes
10.7,83.6,86.1,Yes
21.6,49.2,46.4,No
12,53.3,61,Yes
11,52.3,96.7,Yes
8.5,42.2,83.7,No
10.7,100.4,52.2,No
9.2,85.4,51.7,Yes
13.5,93.4,50.3,Yes
14.8,91.6,68.1,Yes
6.1,71.6,57.6,No
3.3,74.4,68.5,Yes
0.8,,69.6,No
12.5,107.8,65.7,No
4.5,49.8,67.2,No
-0.8,125.4,66.3,Yes
11.9,48.7,53.4,No
22.5,65.8,,Yes
10,76.5,65.8,nan
14.2,78.3,53.3,Yes
10.4,114.3,79.6,No
9.5,95.2,46.2,No
14.6,83.3,59.6,Yes
8.5,95.7,67.3,Yes
11.3,81.9,83.9,No
11.6,61.5,59.1,Yes
6.7,84.7,67.8,nan
15,76.4,74.3,Yes
9.1,58.1,76.4,No
6.2,100.3,70.5,Yes
12.7,73.9,92.1,Yes
5.5,52.6,59,nan
10.1,55.7,91,Yes
10,85.7,75.3,Yes
15.4,96,68.7,Yes
12.4,84.6,69.9,Yes
9.9,84.7,79.1,Yes
14.1,58.8,54.2,No
17,76.9,67.2,Yes
12.8,68.4,61.4,No
10.1,71.1,89,No
3.4,72.8,,Yes
4.7,61.8,95,Yes
8.5,90,58.3,Yes
7,54.8,44.2,Yes
9.1,49,51.9,No
10.3,59.3,52.3,Yes
12.6,,89.9,No
9.6,81.8,44.8,Yes
12.4,39.3,69.8,No
10.3,86.9,87,No
0.1,74,106.6,No
5.3,66.7,63.3,No
9.3,70.2,66.7,Yes
4,48.3,47.5,No
13,,59.3,No
17.7,49.6,,No
16.1,68,78.1,Yes
8.9,68,83.2,Yes
17.5,90.4,74.7,Yes
10.7,75.8,81,Yes
8.3,89.1,,No
6.9,51.1,58.1,Yes
8.5,72.8,76.1,No
8.1,85.6,54.6,Yes
10.9,99.8,34.5,Yes
10.8,52.2,69,Yes
10,58.2,66.9,Yes
12.2,85.1,63.9,No
16,107.2,,No
14.7,80.7,67.1,No
2.6,52.8,,Yes
-2.8,53.2,94.4,Yes
14.7,77.7,73,Yes
3.2,82.2,73.8,No
8.9,70.6,53.8,Yes
4.1,53.4,50.7,Yes
1,97,50.3,Yes
12.7,68,60.6,No
13.8,85.5,65.9,No
7.1,39.5,68.2,No
,99,52.7,Yes
7.3,61.3,31.4,No
12,101.9,58.7,Yes
2.6,150,79.1,No
10.9,46.4,59.4,Yes
,79.9,63.9,Yes
12.9,108.1,41.1,No
10.6,63,66.9,No
,108.2,71.1,No
16,82.7,,Yes
9.2,101.8,79.5,Yes
9.9,78.2,83,Yes
5.3,72.5,96.7,Yes
7.8,111.7,51.1,Yes
5.6,89.4,69.3,No
9.1,70.3,47.2,No
18.6,83.5,74.1,Yes
3.1,63.7,72.3,Yes
1.9,,36.1,No
17.4,98.9,69.1,Yes
9,71.8,62,No
6.7,57.5,47.2,Yes
15.2,55.7,60.6,No
7,76.5,95.9,No
19.1,58.8,73.6,Yes
13.4,46.3,52.6,No
7.6,51,60,Yes
20.8,98.5,36,nan
7,72.2,48.8,nan
13.7,76.2,90.3,No
11.5,55.7,78.8,Yes
16.5,63.4,71.8,Yes
17.8,62.7,70.9,No
10.2,69.5,86.3,Yes
6.2,41.8,69.8,Yes
-1,96.8,60.8,No
6.6,74.7,,No
20.1,79,61.1,No
10.7,,60.9,No
,,90.4,Yes
10.9,63.5,49.1,No
3.3,87.1,57.4,Yes
5.1,86.9,37.6,Yes
16,81.3,80.2,No
6.7,96.2,70.1,No
4.8,91,91.1,nan
12.7,89.5,55.4,nan
15.9,102.3,53.1,Yes
13.6,75.6,47.5,No
15,76.2,71.8,No
6.2,91.4,,No
2.9,71.4,69.5,No
17.5,84.6,58.6,Yes
8.4,63.8,86.6,No
,29.4,84,No
16.6,87,66.3,No
12.8,44,80.8,Yes
12.3,61,63,No
20.8,91.4,64.3,Yes
6.8,91.6,32.5,No
14.6,98.5,72.6,nan
10.3,34.6,65.3,Yes
11.3,80.9,78.2,Yes
17.6,69.8,75.7,Yes
12.5,94.8,53.8,No
12.7,104.5,62.1,Yes
15.4,48.8,,No
8.2,75.3,80.7,Yes
5.8,91.7,88.6,Yes
4.8,68.2,77,No
0.2,109.9,94.8,nan
20.3,67,72.9,Yes
4.5,69,50.4,Yes
8.9,53.5,44.2,nan
8.6,78.1,51.2,Yes
11.5,14.6,58.2,No
14.1,70,54.8,No
14.3,100.4,,Yes
,47.1,62.3,Yes
9.2,42.6,66.1,Yes
11.4,97.3,101.6,Yes
8.8,100,78.1,No
18,47.9,69,No
12.5,109.7,80.9,Yes
13.7,83.6,52.9,Yes
13.3,96,52.3,No
15.9,59.2,78.7,Yes
10.9,104.8,65,nan
3.5,69.6,66.8,nan
12,68.8,47.9,Yes
6.7,84.6,57.9,nan
7.4,67.2,58.9,No
12.9,44.6,57.8,Yes
16.2,77.6,97.2,No
10.1,68.6,96.8,No
11.5,59.6,,No
18.5,99.8,,No
11.2,122.8,56.2,Yes
23,56.6,49.5,No
12.8,78.9,,No
1.2,67,84.1,No
13.8,120.8,76.7,No
11.9,84.8,66.5,No
16.4,93.5,75,No
13.4,98.6,64.7,Yes
9.3,77.6,60.8,nan
3.9,71.3,49.8,Yes
9,105.4,60.1,Yes
5.7,90.6,69.6,No
7.1,58.1,58.7,No
12.9,60.5,47.9,nan
18.3,67.2,66.7,Yes
12,98.2,69.6,No
4,104.5,59.5,Yes
12.2,118,64.7,Yes
16,60.8,27,No
7,77.8,76.1,No
9.3,67,69.3,Yes
10.1,71.4,86.2,Yes
6.1,93.6,61.8,No
13.2,74.1,,Yes
9.4,101.3,82.7,Yes
12.1,64.7,65.4,No
5.6,89.8,70.2,Yes
7.8,66.1,67.1,Yes
13.6,38.3,41,Yes
8.1,54.6,70.8,Yes
18.6,77.5,50.9,Yes
8,113.4,52.1,No
11.1,65.8,,Yes
14.7,71.6,84.4,No
2.9,84.8,76.7,Yes
1.2,63,73.7,No
2.4,65.3,70.1,Yes
16.3,76.4,78,Yes
7.2,66.3,90.3,No
22.8,39.3,56.3,nan
7.2,62,56.8,Yes
10.9,87.3,76,No
17.7,87.9,39.4,No
20,101.7,63.5,No
20.3,100.1,68.9,Yes
16,57,56.9,Yes
15.1,60.1,36.2,No
13,61,,Yes
13.9,72,56,No
7.2,62.5,56.7,Yes
,71.5,84.9,No
10,57.6,20.7,No
9.1,90.7,87.7,No
7.7,56,98.4,Yes
13.5,55,51.7,No
14.8,85.4,57.7,No
10.4,89.4,72.3,No
17.4,70.5,68.8,Yes
4.3,92.4,79.8,Yes
9,90.9,72.5,Yes
6.4,113,,Yes
0.7,89.7,116.6,Yes
,109.1,41.1,Yes
9.4,76.2,85.1,Yes
17.6,103,87.2,Yes
13.2,103.4,48.5,Yes
4.9,72.1,53,Yes
19.3,61.2,72.5,No
16.1,64.7,46.3,No
12.9,83.3,55.8,No
8.9,52,68.6,No
5.2,65.9,,No
8.1,98.9,,No
15.4,88.3,52,Yes
19.4,27.9,50.9,Yes
17.7,48.3,72.1,No
7.6,118.2,63.5,Yes
4.4,98.6,66.9,Yes
10.7,63.3,75.6,nan
1.2,45.2,67.8,Yes
11.6,50,60,No
9.3,85.2,,Yes
7.7,114.5,71.7,No
,113.3,94.9,No
12.6,43.5,78.2,No
7.3,69.1,42.4,No
4.2,57.9,34.6,No
-4.4,77.7,54,No
9.9,48.4,,Yes
18.9,64.1,45.7,Yes
18.3,57.7,29.4,No
7.7,85.5,68.5,Yes
,64.7,47.6,No
12.3,67.6,47.5,Yes
5,85.2,55,No
11.5,107.9,55.4,No
-1,117.3,61.1,No
16.1,84.1,44,No
9.5,73.2,79.8,Yes
9,,69.2,No
5.6,98.3,71.2,No
5.9,92.6,58.4,No
8.9,43.4,81.1,Yes
11.8,99.2,72.3,No
14.6,82.2,67.9,No
,57.1,80,No
17.5,61.6,39.9,Yes
8.6,86.6,67.9,No
9.9,24.8,55,No
6.3,72.5,54.1,nan
-2.1,61.9,,No
,59.9,85.6,Yes
13.7,65.9,84.1,No
8.6,45.4,65.1,No
10.3,96,60.1,Yes
12.6,32.4,83.6,No
2.2,78.4,50.3,Yes
7.4,58,90.5,Yes
14,114.7,59.2,Yes
3.7,75.5,64.3,No
11.5,32.5,57,No
3.2,85.9,65.5,Yes
12.3,53.1,51.3,No
9.8,94.7,59.4,No
1.9,87.4,67.3,Yes
15.8,104.5,63.4,Yes
,78.7,27.7,Yes
5.9,91.4,102.1,Yes
11,75.9,88.7,Yes
15.7,63.2,47.5,No
4.9,96.3,55.7,No
10.3,50.4,,Yes
12.1,74.3,75,No
13.5,63.6,72.1,nan
10.9,91.8,48.5,No
8.2,56.1,100.1,No
5.9,66.8,59.1,Yes
10.4,75.9,92.1,Yes
4.6,104.8,55.9,No
-4.6,,80.9,No
12.2,67,70.6,No
14.5,48,52.2,No
-1.8,55.3,73.8,No
5,83.3,67.7,Yes
13.1,75.6,78.8,No
20.3,76,53.4,Yes
10.1,109.8,63.7,No
6.4,41.6,77.1,Yes
9.1,121.4,37.6,No
16.9,,47.7,Yes
6.8,68.5,65.6,No
6,82.8,67.7,Yes
7.6,61.3,63.6,No
5.2,81.4,77,No
10.6,118,63.5,No
18.1,62.1,80.3,No
11.6,70.4,69.9,Yes
8.7,59.9,48.2,Yes
8.5,63.1,67.4,Yes
2.2,66.9,63.8,No
14.4,53.1,54.9,Yes
9.6,69.7,42.2,No
9.1,76.1,47.3,No
26,66.9,52.3,No
11.5,29,80.9,Yes
6.2,71.9,60.1,No
7.9,74.1,83.3,No
15.7,113,49.7,Yes
10.6,75.5,54.4,nan
2.8,93.7,56.6,Yes
14.6,66.5,60.6,No
6.7,101,68.6,No
19.4,56.1,74.4,No
15.4,85.1,83.8,Yes
7.8,91.8,32,Yes
16.4,88.9,95.4,No
10.3,118.3,49.1,Yes
14.3,63.3,66.5,Yes
12.4,103.3,79.4,No
5.8,98.1,,No
6.8,76,81.8,Yes
15.1,111.8,80.3,nan
8.3,72.1,71.3,nan
8,75.4,76.3,No
5.2,74.9,46.4,No
12.1,49.5,54.3,Yes
20.3,90.2,50.4,No
4.7,87.1,29.4,No
10.1,72.9,50.9,nan
17.1,,49.5,No
9.6,66.3,,No
,40.4,75,No
4.7,113,53.5,No
12.1,95.2,77.7,Yes
9.1,,41.5,No
14.9,68.2,55.2,Yes
15.9,81.8,59.1,No
22.9,49.8,82.8,Yes
12.9,70.5,65.9,No
11.6,56.9,69.4,No
11,80.2,48.5,No
8.2,93.5,77.8,Yes
11.7,54,64.1,No
8.5,89.5,38.7,No
10.8,79,75.5,No
16.6,88.7,69.4,No
5,70.2,59.8,No
15.7,89.1,59.8,Yes
16.6,61.1,48.9,Yes
9.4,41.4,82.4,Yes
-0.6,45.9,75.9,No
7,64.9,49.1,No
16.5,42.7,65.8,Yes
9.9,106,54.4,Yes
5,73.3,45.9,Yes
7.5,93.4,88.3,No
14.2,90.7,59.7,Yes
12.7,75.1,52.4,No
,145.7,47.1,No
8.2,133.6,61.4,No
8,102.8,33.2,No
5.4,56.9,62.7,Yes
18.1,103.7,83.2,Yes
,40,78.9,No
16.1,102.9,72.2,Yes
17.6,23.9,101.1,No
15,68.6,68.8,Yes
7.8,99.2,51.3,Yes
12,82.7,77.5,Yes
9.9,45.4,67,No
5.5,78.4,65.6,No
11.6,,69.4,No
4.1,79.1,59.1,No
15.9,66.9,93,Yes
7.7,92.1,40.6,Yes
11,97.9,77.2,No
11.4,71.9,67,No
8.7,105.4,,Yes
12.9,71.9,59.3,No
7.6,65.2,87.7,No
14.4,,78.3,Yes
3.3,101.4,53.4,Yes
10.6,62.6,81.8,Yes
,,69.5,Yes
,110.3,56.2,No
6.6,72.9,39.6,Yes
12.6,75.1,76.5,No
10.9,70,54.1,Yes
11.8,101.4,72.9,No
12.4,117.9,86.9,No
13.2,,52.8,No
15.5,123.4,85.2,No
12,63.9,47.8,Yes
,69.3,87.2,Yes
13.4,88.5,92.3,No
19.5,58.7,78.5,No
9.3,88.2,71.6,No
5.1,64.6,78.4,Yes
15.5,44.1,59.9,No
9.4,40.1,45.1,Yes
-0.9,68.5,53.9,Yes
14.2,83.4,99.3,Yes
7.3,47.8,47.5,No
9.5,78.6,79.4,Yes
11.7,78.6,63.3,No
11,71.6,59.6,Yes
13.5,56.5,90.3,Yes
7.8,79.8,66.4,No
12.6,72.2,79,Yes
8.7,94.6,101,No
13.7,49.1,61.9,No
13.1,77.3,72.1,Yes
5.3,49.6,75.6,Yes
15.4,70.3,,No
7.3,53.1,72.4,No
14,56.7,81.9,No
11.8,74.9,76.7,Yes
19.2,63.7,66.8,No
8.9,104.3,21.7,Yes
,98.6,43.3,Yes
9.9,91.1,92.5,No
8.5,90.7,50.7,No
14,77.6,82.5,nan
1.9,101.1,46.6,Yes
4.7,69.1,50.5,No
4.7,,75.2,No
14.8,56.2,88.3,Yes
18.6,52.4,74.8,Yes
9.5,47.1,,No
9.2,50.6,44.6,No
10.4,42.4,33.1,No
15.8,79.3,58.5,Yes
,92.1,67.3,No
11.2,75.7,64.2,nan
14.9,47.3,98.2,No
12.5,65.6,41.9,Yes
10.9,91.8,60.4,Yes
15,68.2,90.1,Yes
-3.5,59,74.8,No
13.4,44.7,48.6,Yes
6.7,66.5,31.8,No
0.8,60.9,59.1,No
12.6,73.3,49.8,Yes
16.9,84.5,58.3,Yes
9.3,69.4,99.3,No
14.8,78.7,49.8,No
18.1,84.4,55.3,No
16.6,50.4,78.7,Yes
18.2,112.7,69.4,No
13.7,60.2,87.5,Yes
10.4,85.3,77.3,Yes
2,,54.6,Yes
8.8,77.2,72.7,No
5.8,77.9,66.7,nan
20.9,108.2,38.6,No
9.1,70.3,97.4,No
,101,49.1,Yes
12.8,80.8,63.4,No
10.2,112,57.9,No
18.5,39.4,66.8,No
6.9,84.6,67.9,No
11,21.5,73.7,Yes
6.3,73.8,57.9,No
3.4,95.4,81.2,No
6.9,103.9,54.8,No
9.8,89.8,57,No
7.9,69.2,39.2,Yes
6.5,,68.4,No
3,125.3,87.8,Yes
9.6,76.5,61.3,No
2.5,94.2,91.5,No
13.8,66.4,48.6,Yes
10.4,96.4,44.6,No
2.7,93.1,,No
8.5,62.8,62.5,No
6.2,90.5,50.4,No
11.6,91.5,68.9,nan
,89.8,70,No
0.6,74.2,79.2,Yes
10.6,99.6,60,Yes
9.2,56.3,44.7,No
13.4,,60.9,Yes
11.1,77.2,64.7,Yes
6.2,98.4,81.9,Yes
8.4,55.7,42.4,No
6,79.8,59.4,Yes
,65.2,,Yes
10.1,77.2,88.2,No
19.5,82.8,55,Yes
9.7,49.4,52.8,No
6.5,100.3,75,No
2.4,83.6,30.8,Yes
1,57.8,56.5,No
2.1,68.2,73.9,Yes
11.3,104.9,70.3,Yes
12.5,83.3,68,No
2.1,55.7,40.4,Yes
14.5,59.3,45.9,Yes
7.6,87.5,85.1,No
10.7,89.9,63.6,Yes
18.1,82.3,61.7,No
14.5,69.2,53.2,nan
8.7,91.2,65.3,No
5.5,68.8,57.7,Yes
-0.8,57.9,77.9,No
6.4,106.7,49.2,No
8.9,84.8,,Yes
5.1,59.3,89.7,nan
9.3,77.7,74.3,No
10.4,75.5,46.5,No
8.9,68,77.3,No
6.7,79.7,57.7,No
10.8,56.4,57.2,Yes
12.2,92.5,67,Yes
4.5,74.9,61.3,No
17.1,42.8,58,Yes
9.5,70.4,75.3,Yes
10.1,62.7,66.7,Yes
13.5,15.2,36.3,Yes
11.2,71.9,,Yes
14.8,95.7,83,No
11.4,72.8,74,No
6.9,89.2,74.9,No
11.8,75.2,61.7,No
4.3,65.9,47.1,No
10.5,60.4,67.7,Yes
9.8,49.3,88.2,No
9,93.5,,Yes
9.4,89.6,89.9,Yes
0.6,,90.6,Yes
7.3,34.5,64.5,No
10.5,84.4,58,Yes
10.8,56.9,,Yes
4.9,77.9,63.1,No
16.3,,50.4,Yes
5.7,76.8,73.4,No
14.8,72.4,79.4,No
12.1,26.8,37.2,Yes
6.8,107.4,91.8,No
18.9,68.5,,No
4,69.8,60.6,Yes
14.6,85.7,69.6,No
,74,52.4,No
6.6,82.3,,Yes
,52.1,52.5,Yes
8.7,72.2,65,nan
11.4,36.8,56.3,No
11.3,70.2,70.7,No
9.3,103.9,45.3,Yes
14.1,44.9,71.7,Yes
14,68,48.1,Yes
1.3,32.5,80.2,Yes
16.5,75.2,77.2,No
1.7,84.3,32.9,No
15.2,82.7,77.6,Yes
15.6,63,25.8,No
4.5,32.1,47.4,No
7.9,50.2,80.5,No
4.5,100.1,56.9,No
8.9,92.6,88.4,No
8.5,73.2,75.6,Yes
13.9,78.2,58.6,nan
16.6,54.4,56.4,Yes
17,100.8,87.5,nan
7.2,60.6,57.8,No
9,83.7,37.1,Yes
1.6,48.4,51.1,No
6,71.4,66.8,Yes
14.8,100,53.2,Yes
18.1,56.1,100.9,Yes
3.8,90,55.3,Yes
7,53.4,55.6,Yes
,57,50.2,Yes
11.4,74.8,78.2,No
6,94.4,60.8,Yes
12.1,69,77.2,No
7.6,87.4,82.3,No
9.9,97.9,70.5,No
12.7,59.6,69.6,Yes
10,44.5,,Yes
7.8,67.9,200,No
9.5,100.5,42.6,Yes
9.6,58.7,66.1,Yes
8.1,95.3,99.6,No
8.7,69.7,56.5,Yes
18,,80.4,Yes
12.8,119.9,72.9,No
8.5,95.6,65.5,nan
13.5,42.1,61.4,No
8.3,26.9,58.5,No
15.9,76.2,58.3,No
11.8,93.1,74.1,Yes
9.5,85,77.9,No
12.2,60.5,58.6,No
2.1,45.3,58.4,No
4.4,93.6,56.3,No
4,112.2,80,No
10.7,61.6,78.2,No
18.7,91.5,87.1,Yes
21.2,127.1,52.8,Yes
13.2,71.2,55.7,No
12.5,71.6,89.8,Yes
1,86.2,84.9,No
7.3,69.3,50.1,Yes
6.1,101.8,51.6,Yes
6.9,66.9,68.8,No
9.2,74.4,83.6,Yes
7.6,46.2,51.4,No
0.1,70.3,66.3,No
13.7,54.8,81.3,Yes
4.6,81.9,62,Yes
11.2,41.7,63.9,Yes
20.4,94.6,86.3,Yes
5.4,57.6,58.7,No
-2.7,110.7,84,Yes
8.6,102.4,62.8,No
15.5,85.7,48.7,No
19.8,44.2,73.4,No
3.9,62.4,55.8,No
12.5,57.1,47.4,Yes
7.7,59.6,94.5,No
9.5,106.5,71.3,No
23.2,71.9,60.2,No
2.5,61.8,60.5,Yes
11.3,60,88,No
12.3,64.4,89.1,No
15.4,85.7,56.8,No
10.5,42.5,69,No
11.5,77,59.5,No
8,83.5,76.5,Yes
11.3,40.3,59.7,Yes
8.3,46.6,36,No
,,49.5,No
8.2,103.8,80.6,nan
11.9,,54.2,No
9.9,62.8,76.8,Yes
15.6,103.2,70.6,No
9.7,68.6,54.3,No
1.1,68.4,62.7,No
16.3,76.9,55.6,No
5.5,91.8,59.3,Yes
6.7,62.8,38.2,No
7,67,63.3,No
16.9,50,56.3,Yes
-0.7,82,66.1,Yes
25.7,93.7,72.9,Yes
15.3,94.9,74.3,Yes
11.1,47.7,,No
9.7,,55.3,Yes
11.4,99.9,62.7,No
12.6,79.6,81.4,No
,75.7,57.3,Yes
12.8,75.2,54.7,Yes
10.4,85.8,48.5,No
9,80.7,72.6,Yes
9.2,63.5,60.6,No
9,92.6,49.9,Yes
15.7,,53,Yes
13,101.4,75,No
-4.7,57.1,67.2,No
13.3,86,55,No
11,71.7,73.6,Yes
9.9,65.5,80.5,No
8.1,102.2,,No
15.6,89.9,68.1,Yes
14.7,73.8,90.2,Yes
6.1,109.9,84.9,Yes
12,94.6,65.9,Yes
5.1,58.9,80.1,Yes
3.1,29.8,74.8,Yes
6.9,77.1,57,Yes
14.3,102.7,89,No
14.8,87.2,90.3,Yes
12.6,106.5,83,No
13.6,63,74.5,Yes
12.6,,79.2,No
6.8,73.1,,Yes
12.2,79.8,81.4,Yes
14,90.3,45.7,No
13.8,107.6,60.1,Yes
15.9,111.9,27.4,Yes
13.5,108.3,71,Yes
11.8,88.4,80.4,Yes
15.4,68.2,89.7,Yes
